,All Locations,Duration,Earliest Start Date,Application Deadline,Languages,Study Type,Pace,Tuition Fees**,url,Tuition Fees*,Tuition Fees,Study Locations,"Belgium, Brussels"
382,"Glasgow, United Kingdom",16 months,Request Info,Request Info,English,Campus,Full-time,,https://www.mbastudies.com/MBA-Global-Master-of-Business-Administration/United-Kingdom/Glasgow-School-for-Business-and-Society/,"GBP 12,500 / year",,,
383,"Stirling, United Kingdom",12 - 24 months,Sep 2022,Request Info*,English,Campus,Full-time,,https://www.mbastudies.com/MBA-Master-of-Business-Administration/United-Kingdom/USTIR/,,,,
384,"Headington, United Kingdom",2 years,Mar 2022,Request Info,English,Online & Campus Combined,Part-time,,https://www.mbastudies.com/Global-MBA/United-Kingdom/Oxford-Brookes-University/,"GBP 19,400",,,
385,"London, United Kingdom",12 - 18 months,Open Enrollment,Request Info,English,Online & Campus Combined,Part-time,,https://www.mbastudies.com/MBA-triple-qualification-package/United-Kingdom/iQualify-UK/,"GBP 12,000",,,
386,"London, United Kingdom",12 - 18 months,Open Enrollment,Request Info,English,Online & Campus Combined,Full-time,,https://www.onlinestudies.com/MBA-Advanced-Entry-Route/United-Kingdom/iQualify-UK/,"GBP 6,950",,,
387,"London, United Kingdom",24 - 60 months,Contact school,Contact school*,English,Online,Full-time,,https://www.onlinestudies.com//The-UCL-MBA/United-Kingdom/UCL-School-of-Management/,,"GBP 42,500",,
388,"Aberystwyth, United Kingdom",1 - 2 years,Aug 2022,Request Info,English,Campus,Full-time,,https://www.mbastudies.com/Master-of-Business-Administration/United-Kingdom/Aberystwyth-Uni/,"GBP 16,500",,,
389,"Coventry, United Kingdom",1 year,Request Info,Request Info,English,Campus,Full-time,,https://www.mbastudies.com/Full-time-MBA/United-Kingdom/WBS/,,Request Info,,
390,"Coventry, United Kingdom",2 years,Request Info,Request Info,English,Campus,Part-time,,https://www.mbastudies.com/Executive-MBA-(Warwick)/United-Kingdom/WBS/,,Request Info,,
391,"London, United Kingdom",2 years,Request Info,Request Info,English,Campus,Part-time,,https://www.mbastudies.com/Executive-MBA-(London)/United-Kingdom/WBS/,,Request Info,,
392,"London, United Kingdom",2 years,Request Info,Request Info,English,Online,Part-time,,https://www.onlinestudies.com/Distance-Learning-MBA-(London)/United-Kingdom/WBS/,,Request Info,,
393,"Coventry, United Kingdom",2 - 4 years,Request Info,Request Info,English,Online,Part-time,,https://www.onlinestudies.com//Distance-Learning-MBA-(Warwick)/United-Kingdom/WBS/,,Request Info,,
394,"London, United Kingdom",12 months,Open Enrollment,Request Info,English,Online,Full-time,,https://www.onlinestudies.com/Master-of-Business-Administration-(MBA)-(1-year)/United-Kingdom/London-School-Of-International-Business-LSIB/,,"GBP 7,700 / year",,
395,"London, United Kingdom",12 - 24 months,Open Enrollment,Request Info,English,Online,Full-time,,https://www.mbastudies.com//Master-of-Business-Administration-121824-months/United-Kingdom/London-School-of-Business-And-Research/,"GBP 7,500",,,
396,"London, United Kingdom",12 - 24 months,Open Enrollment,Request Info,English,Online,Full-time,,https://www.onlinestudies.com//Master-of-Business-Administration-121824-months-(Chichester)/United-Kingdom/London-School-of-Business-And-Research/,"GBP 7,500",,,
397,"London, United Kingdom",12 months,Open Enrollment,Request Info,English,Online,Full-time,,https://www.onlinestudies.com/Online-MBA-Degree-12-months-(International)/United-Kingdom/London-School-of-Business-And-Research/,,"GBP 7,500",,
398,"London, United Kingdom",12 months,Open Enrollment,Request Info,English,Online,Full-time,,https://www.onlinestudies.com/MBA-with-Project-Management-12-months/United-Kingdom/London-School-of-Business-And-Research/,,"GBP 7,999",,
399,"London, United Kingdom",12 months,Open Enrollment,Request Info,English,Online,Full-time,,https://www.onlinestudies.com//MBA-with-Health-and-Social-Care-Management-12-months/United-Kingdom/London-School-of-Business-And-Research/,,"GBP 7,999",,
400,"London, United Kingdom",12 months,Open Enrollment,Request Info,English,Online,Full-time,,https://www.onlinestudies.com//MBA-with-Human-Resource-Management-12-months/United-Kingdom/London-School-of-Business-And-Research/,,"GBP 7,999",,
401,"London, United Kingdom",1 year,Apr 2022,Request Info,English,Campus,Full-time,,https://www.mbastudies.com//Master-of-Business-Administration-(MBA)/United-Kingdom/Regent-College-London/,,"GBP 12,450 / course",,
402,Online,2 years,Request Info,Request Info*,English,Online,Full-time,,https://www.mbastudies.com/Online-MBA/United-Kingdom/Aston-University-Online/,,"GBP 18,700",,
403,"London, United Kingdom",12 - 16 months,Apr 2022,31 Mar 2022*,English,Campus,Full-time,"GBP 16,850 / year",https://www.mbastudies.com/Master-of-Business-Administration/United-Kingdom/University-of-Roehampton-London/,,,,
404,"Birmingham, United Kingdom",12 - 21 months,Sep 2022,01 Jul 2022*,English,Campus,Full-time,,https://www.mbastudies.com//MBA-International-Business/United-Kingdom/Birmingham-Business-School-University-of-Birmingham/,,"GBP 31,500 / year",,
405,"Birmingham, United Kingdom",12 - 21 months,Sep 2022,01 Jul 2022*,English,Campus,Full-time,,https://www.mbastudies.com/MBA-Global-Banking-and-Finance/United-Kingdom/Birmingham-Business-School-University-of-Birmingham/,,"GBP 31,500 / year",,
406,"Birmingham, United Kingdom",30 - 54 months,Sep 2022,01 Jul 2022*,English,Campus,Part-time,"GBP 31,500 / year",https://www.mbastudies.com/Executive-MBA/United-Kingdom/Birmingham-Business-School-University-of-Birmingham/,,,,
407,"London, United Kingdom, Ragusa, Italy, Panama City, Panama",1 - 3 years,Open Enrollment,Request Info,"English, Italian",Online,Full-time,,https://www.onlinestudies.com/Master-of-Business-Administration/United-Kingdom/Selinus-University-Business-School/,"EUR 3,000",,,
408,"Hatfield, United Kingdom",2 years,Request Info,Request Info,English,Online,Part-time,,https://www.onlinestudies.com//Master-of-Business-Administration-(Online)/United-Kingdom/University-of-Hertfordshire-Online/,GBP 790,,,
409,"Plymouth, United Kingdom",1 year,Request Info,Request Info,English,Online,Part-time,,https://www.onlinestudies.com/Master-in-Business-Administration-(top-up)/United-Kingdom/MLA-College/,,"GBP 6,500 / year",,
410,"Leeds, United Kingdom",18 months,Request Info,Request Info*,English,Campus,Full-time,"GBP 15,000 / year",https://www.mbastudies.com/Graduate-Master-of-Business-Administration/United-Kingdom/Leeds-Beckett-University/,,,,
411,"Lancaster, United Kingdom, London, United Kingdom",1 - 2 years,Request Info,Request Info*,English,Campus,Full-time,"GBP 11,500 / year",https://www.mbastudies.com/MBA-Masters-of-Business-Administration/United-Kingdom/University-Of-Cumbria/,,,,
412,"Ambleside, United Kingdom",1 - 2 years,Request Info,Request Info*,English,Campus,Full-time,"GBP 11,500 / year",https://www.mbastudies.com/MBA-in-Tourism-Management/United-Kingdom/University-Of-Cumbria/,,,,
413,"Bradford, United Kingdom",2 - 4 years,Sep 2022,Request Info,English,Online & Campus Combined,Part-time,,https://www.mbastudies.com/MBA-(Executive-MBA-in-Dubai)/United-Kingdom/University-of-Bradford/,,"GBP 21,525 / year",,
414,"Guildford, United Kingdom",1 - 2 years,Request Info,Request Info,English,Campus,Full-time,,https://www.mbastudies.com/Master-of-Business-Administration-MBA/United-Kingdom/University-of-Surrey/,,"GBP 25,400 / year",,
415,"Edinburgh, United Kingdom",12 months,Sep 2022,06 Jul 2022*,English,Campus,Full-time,"GBP 34,200 / year",https://www.mbastudies.com/Full-time-MBA/United-Kingdom/UEBS/,,,,
416,"Cardiff, United Kingdom",1 year,Request Info,Request Info,English,Campus,Full-time,,https://www.mbastudies.com//MBA-with-Media/United-Kingdom/Cardiff-University/,"GBP 19,950 / year",,,
417,,,,,,,,,https://www.mbastudies.com//MBA/United-Kingdom/Cardiff-University/,,,We have more than a thousand universities from around the world in our database.,+ 2 More
418,"Hatfield, United Kingdom, Hatfield, United Kingdom, Lower Hatfield Road, United Kingdom",1 year,Request Info,Request Info,English,Campus,Full-time,,https://www.mbastudies.com/Master-of-Business-Administration/United-Kingdom/University-of-Hertfordshire/,"GBP 14,995",,,
419,"London, United Kingdom",1 year,Sep 2022,Request Info*,English,Campus,Full-time,"GBP 16,500 / year",https://www.mbastudies.com/Master-of-Business-Administration-(MBA)/United-Kingdom/Westminster-University/,,,,
420,"Brookville, USA, Shanghai, China, London, United Kingdom",11 months,Request Info,Request Info*,English,Campus,Full-time,"USD 1,249 / credit",https://www.mbastudies.com/Global-MBA/USA/Long-Island-University-Post-Campus/,,,,
421,"Dagenham, United Kingdom",1 - 3 years,Request Info,Request Info,English,Campus,Full-time,,https://www.mbastudies.com/Master-of-Business-Administration-(MBA)/United-Kingdom/Barking-and-Dagenham-College/,"GBP 5,400 / year",,,
422,"Kensington, United Kingdom",1 - 2 years,Request Info,Request Info*,English,Campus,Full-time,"GBP 15,000 / year",https://www.mbastudies.com/MBA/United-Kingdom/Richmond-The-American-International-University-in-London/,,,,
423,"Uxbridge, United Kingdom",1 - 2 years,Request Info,Request Info,English (UK),Campus,Full-time,,https://www.mbastudies.com/Master-of-Business-Administration/United-Kingdom/Brunel-Business-School/,"GBP 22,880 / year",,,
424,"London, United Kingdom",18 - 30 months,Request Info,Request Info,English,Online & Campus Combined,Part-time,,https://www.mbastudies.com/Executive-MBA/United-Kingdom/ESCP-Business-School-London/,"EUR 69,900",,,
425,"London, United Kingdom, Birmingham, United Kingdom",0 years,Request Info,Request Info,English,Campus,Full-time,,https://www.mbastudies.com/MBA/United-Kingdom/Ulster-University-London-and-Birmingham/,,Request Info,,
426,"London, United Kingdom, Birmingham, United Kingdom",0 months,Request Info,Request Info,English,Campus,Full-time,,https://www.mbastudies.com/MBA-with-Advanced-Practice/United-Kingdom/Ulster-University-London-and-Birmingham/,,Request Info,,
427,"Ipswich, United Kingdom",12 - 30 months,Request Info,Request Info,English,Campus,Full-time,,https://www.mbastudies.com/Master-of-Business-Administration-(MBA)/United-Kingdom/University-of-Suffolk/,"GBP 11,790 / year",,,
428,"Telford, United Kingdom",2 - 12 weeks,Open Enrollment,Request Info,English,Campus,Part-time,,https://www.mbastudies.com/Mini-MBA/United-Kingdom/SCBM/,,,,
429,"Telford, United Kingdom",6 months,Request Info,Request Info,English,Campus,Full-time,,https://www.mbastudies.com/MBA-Top-Up/United-Kingdom/SCBM/,"GBP 6,500 / semester",,,
430,"Cairo, Egypt, Skanderborg, Denmark, Dartford, United Kingdom, Chichester, United Kingdom",1 - 2 years,Open Enrollment,Request Info,English,Online & Campus Combined,Full-time,,https://www.mbastudies.com/MBA-Programs-(IBSS-OTHM-L7-Chichester-top-up)/Egypt/Bloom-Business-School/,"USD 2,200",,,
431,"Swansea, United Kingdom",1 year,Request Info,Request Info*,English,Campus,Full-time,,https://www.mbastudies.com/Master-of-Business-Administration/United-Kingdom/Swansea-University/,,"GBP 20,000 / year",,
432,"York, United Kingdom",1 - 2 years,Request Info,Request Info*,English,Campus,Full-time,"GBP 12,500 / year",https://www.mbastudies.com/Master-of-Business-Administration-(MBA)/United-Kingdom/York-St-John-University/,,,,
433,"Stoke Gifford, United Kingdom",12 months,Request Info,Request Info,English,Campus,Full-time,,https://www.mbastudies.com/MBA-Master-of-Business-Administration/United-Kingdom/University-Of-the-West-Of-England-Bristol/,,"GBP 15,750 / year",,
434,"Online, Online United Arab Emirates, Dubai, United Arab Emirates",21 - 33 months,Aug 2022,Request Info,English,Online,Full-time,,https://www.onlinestudies.com//Edinburgh-Napier-University-MBA-(Banking)/United-Kingdom/Stafford-2/,"GBP 9,900 / course",,,
435,"Online, Online United Arab Emirates, Dubai, United Arab Emirates",21 - 33 months,Request Info,Request Info,English,Online,Full-time,,https://www.onlinestudies.com//Edinburgh-Napier-University-MBA-(Entrepreneurship)/United-Kingdom/Stafford-2/,"GBP 9,900 / course",,,
436,"Online, Dubai, United Arab Emirates",21 - 33 months,Request Info,Request Info,English,Online,Full-time,,https://www.onlinestudies.com//Edinburgh-Napier-University-MBA-(Healthcare)/United-Kingdom/Stafford-2/,"GBP 9,900 / course",,,
437,"Online, Online USA, Online United Kingdom",18 months,Open Enrollment,Request Info,English,Online,Part-time,,https://www.onlinestudies.com/Master-of-Business-Administration-(MBA)-Liverpool-Business-School/United-Kingdom/upGrad/,,Request Info,,
438,,,,,,,,,https://www.mbastudies.com/MBA-in-Global-Sports-Management-Specialisation/United-Arab-Emirates/Exeed-College/,,,,
439,"Sharjah, United Arab Emirates, Sharjah, United Arab Emirates, Oman Online, Oman, Saudi Arabia Online, Saudi Arabia, Singapore Online, Singapore, Bahrain Online, Bahrain, India Online, India, Dubai, United Arab Emirates, Canada Online, Canada, Nigeria Online, Nigeria, Mumbai, India, Bengaluru, India, Abu Dhabi, United Arab Emirates, Malaysia Online, Malaysia, London, United Kingdom, Riyadh, Saudi Arabia, Jeddah, Saudi Arabia, Dammam, Saudi Arabia",1 year,Sep 2022,Request Info,English,Online & Campus Combined,Full-time,,https://www.mbastudies.com//Masters-in-Business-Administration/United-Arab-Emirates/Exeed-College/,"AED 30,600 / year",,,
440,"Sharjah, United Arab Emirates, Sharjah, United Arab Emirates, Oman Online, Oman, Saudi Arabia Online, Saudi Arabia, Singapore Online, Singapore, Bahrain Online, Bahrain, India Online, India, Dubai, United Arab Emirates, Canada Online, Canada, Nigeria Online, Nigeria, Mumbai, India, Bengaluru, India, Abu Dhabi, United Arab Emirates, Malaysia Online, Malaysia, London, United Kingdom",1 year,Sep 2022,Request Info,English,Online & Campus Combined,Full-time,,https://www.mbastudies.com//MBA-in-Global-Banking-and-Finance/United-Arab-Emirates/Exeed-College/,"AED 30,600 / year",,,
441,,,,,,,,,https://www.mbastudies.com/MBA-in-Accounting-and-Finance/United-Arab-Emirates/Exeed-College/,,,,
442,"Sharjah, United Arab Emirates, Sharjah, United Arab Emirates, Oman Online, Oman, Saudi Arabia Online, Saudi Arabia, Singapore Online, Singapore, Bahrain Online, Bahrain, India Online, India, Dubai, United Arab Emirates, Canada Online, Canada, Nigeria Online, Nigeria, Mumbai, India, Bengaluru, India, Abu Dhabi, United Arab Emirates, Malaysia Online, Malaysia, London, United Kingdom, Riyadh, Saudi Arabia, Jeddah, Saudi Arabia, Dammam, Saudi Arabia",1 year,Open Enrollment,Request Info,English,Online & Campus Combined,Full-time,,https://www.mbastudies.com/MBA-in-Global-Healthcare-Management/United-Arab-Emirates/Exeed-College/,"AED 32,000 / year",,,
443,"Sharjah, United Arab Emirates, Sharjah, United Arab Emirates, Oman Online, Oman, Saudi Arabia Online, Saudi Arabia, Singapore Online, Singapore, Bahrain Online, Bahrain, India Online, India, Dubai, United Arab Emirates, Canada Online, Canada, Nigeria Online, Nigeria, Mumbai, India, Bengaluru, India, Abu Dhabi, United Arab Emirates, Malaysia Online, Malaysia, London, United Kingdom, Riyadh, Saudi Arabia, Jeddah, Saudi Arabia, Dammam, Saudi Arabia",1 year,Open Enrollment,Request Info,English,Campus,Full-time,,https://www.mbastudies.com/MBA-in-Business-Analytics/United-Arab-Emirates/Exeed-College/,"AED 30,600 / year",,,
444,"Sharjah, United Arab Emirates, Sharjah, United Arab Emirates, Oman Online, Oman, Saudi Arabia Online, Saudi Arabia, Singapore Online, Singapore, Bahrain Online, Bahrain, India Online, India, Dubai, United Arab Emirates, Canada Online, Canada, Nigeria Online, Nigeria, Mumbai, India, Bengaluru, India, Abu Dhabi, United Arab Emirates, Malaysia Online, Malaysia, London, United Kingdom, Riyadh, Saudi Arabia, Jeddah, Saudi Arabia, Dammam, Saudi Arabia",1 year,Sep 2022,Request Info,English,Online & Campus Combined,Full-time,,https://www.mbastudies.com//MBA-in-Health-and-Safety-Leadership/United-Arab-Emirates/Exeed-College/,"AED 30,600 / year",,,
445,"Sharjah, United Arab Emirates, Sharjah, United Arab Emirates, Oman Online, Oman, Saudi Arabia Online, Saudi Arabia, Singapore Online, Singapore, Bahrain Online, Bahrain, India Online, India, Dubai, United Arab Emirates, Canada Online, Canada, Nigeria Online, Nigeria, Mumbai, India, Bengaluru, India, Abu Dhabi, United Arab Emirates, Malaysia Online, Malaysia, London, United Kingdom, Riyadh, Saudi Arabia, Jeddah, Saudi Arabia, Dammam, Saudi Arabia",1 year,Sep 2022,Request Info,English,Online & Campus Combined,Full-time,,https://www.mbastudies.com/MBA-in-Energy-and-Sustainability/United-Arab-Emirates/Exeed-College/,"AED 30,600 / year",,,
446,"Sharjah, United Arab Emirates, Sharjah, United Arab Emirates, Oman Online, Oman, Saudi Arabia Online, Saudi Arabia, Singapore Online, Singapore, Bahrain Online, Bahrain, India Online, India, Dubai, United Arab Emirates, Canada Online, Canada, Nigeria Online, Nigeria, Mumbai, India, Bengaluru, India, Abu Dhabi, United Arab Emirates, Malaysia Online, Malaysia, London, United Kingdom, Riyadh, Saudi Arabia, Jeddah, Saudi Arabia, Dammam, Saudi Arabia",1 year,Sep 2022,Request Info,English,Online & Campus Combined,Full-time,,https://www.mbastudies.com//MBA-in-Marketing-Management/United-Arab-Emirates/Exeed-College/,"AED 30,600 / year",,,
447,"Sharjah, United Arab Emirates, Sharjah, United Arab Emirates, Oman Online, Oman, Saudi Arabia Online, Saudi Arabia, Singapore Online, Singapore, Bahrain Online, Bahrain, India Online, India, Dubai, United Arab Emirates, Canada Online, Canada, Nigeria Online, Nigeria, Mumbai, India, Bengaluru, India, Abu Dhabi, United Arab Emirates, Malaysia Online, Malaysia, London, United Kingdom, Riyadh, Saudi Arabia, Jeddah, Saudi Arabia, Dammam, Saudi Arabia",1 year,Open Enrollment,Request Info,English,Online & Campus Combined,Full-time,,https://www.mbastudies.com/MBA-in-Operations-and-Project-Management/United-Arab-Emirates/Exeed-College/,"AED 30,600 / year",,,
